"Date","5yr x 10yr 1 Month Put ATMF BP Vol","5yr x 10yr 3 Months Put ATMF BP Vol","5yr x 10yr 6 Months Put ATMF BP Vol","5yr x 10yr 9 Months Put ATMF BP Vol","5yr x 10yr 1 Year Put ATMF BP Vol","5yr x 10yr 18 Months Put ATMF BP Vol","5yr x 10yr 2 Years Put ATMF BP Vol","5yr x 10yr 3 Years Put ATMF BP Vol","5yr x 10yr 4 Years Put ATMF BP Vol","5yr x 10yr 5 Years Put ATMF BP Vol"
04-Mar-22,2.88873,2.41914,2.25132,2.20476,2.1707,2.06699,1.9581,1.77314,1.63062,1.51158
07-Mar-22,2.88481,2.44145,2.27956,2.23244,2.19864,2.08592,1.96829,1.77789,1.63674,1.52005
08-Mar-22,2.89764,2.45767,2.30556,2.26175,2.22963,2.10356,1.97309,1.78236,1.64089,1.52349
09-Mar-22,2.57209,2.27604,2.19368,2.17518,2.15611,2.05569,1.94968,1.76532,1.62913,1.50561
10-Mar-22,2.43439,2.24389,2.18827,2.18282,2.17261,2.0784,1.97871,1.78087,1.63877,1.5081
11-Mar-22,1.86416,1.87398,1.96623,1.98519,1.99376,1.98112,1.94727,1.7852,1.64054,1.50682
14-Mar-22,1.93718,1.92395,2.0201,2.02821,2.02758,2.01438,1.98236,1.7956,1.65079,1.51761
15-Mar-22,1.9959,1.98615,2.05204,2.0559,2.042,2.03343,2.00595,1.82016,1.67314,1.54035
16-Mar-22,1.9433,1.97696,2.04919,2.0612,2.05482,2.03894,2.00344,1.81106,1.6634,1.53393
17-Mar-22,1.80525,1.85213,1.94567,1.96891,1.9702,1.97382,1.96066,1.78864,1.64651,1.51587
18-Mar-22,1.86783,1.90494,1.97666,1.99884,1.99518,1.98583,1.95876,1.78611,1.64361,1.5134
21-Mar-22,2.05327,2.04535,2.06409,2.08061,2.07734,2.04329,1.99128,1.81022,1.65667,1.5291
22-Mar-22,2.25127,2.27215,2.25953,2.25,2.23801,2.14961,2.06973,1.8527,1.67553,1.54553
23-Mar-22,2.28391,2.30079,2.28988,2.28071,2.2684,2.19209,2.12437,1.90869,1.71416,1.56979
24-Mar-22,2.441,2.41699,2.39636,2.38161,2.36574,2.28143,2.2063,1.97685,1.77898,1.63267
25-Mar-22,2.81706,2.69959,2.70091,2.65975,2.61699,2.49646,2.38057,2.10344,1.88846,1.72785
28-Mar-22,2.79858,2.7611,2.79488,2.76637,2.72684,2.60953,2.49889,2.18176,1.94043,1.77334
29-Mar-22,3.31175,3.36787,2.97161,2.91107,2.83598,2.62072,2.50922,2.18273,1.94389,1.76898
30-Mar-22,3.66088,3.76359,3.08841,3.0055,2.89906,2.61357,2.51754,2.19108,1.95101,1.77297
31-Mar-22,3.62711,3.69141,2.97045,2.85967,2.75725,2.48583,2.40054,2.08861,1.86912,1.70123
01-Apr-22,3.68331,3.75673,3.01754,2.90625,2.79847,2.52631,2.43465,2.0932,1.86413,1.69674
04-Apr-22,3.52574,3.62916,2.93589,2.83723,2.74254,2.47408,2.38616,2.06109,1.83785,1.67025
05-Apr-22,3.7771,3.75974,3.00925,2.90069,2.79869,2.52255,2.42919,2.0845,1.85627,1.68483
06-Apr-22,4.0539,3.85661,3.0333,2.91425,2.80078,2.52968,2.45384,2.10705,1.87534,1.70209
07-Apr-22,3.45522,3.30374,2.83218,2.74412,2.68203,2.49056,2.41167,2.12433,1.89544,1.72603
08-Apr-22,3.4996,3.34844,2.85628,2.77026,2.70794,2.5144,2.43364,2.13316,1.9129,1.7516
11-Apr-22,3.54223,3.36734,2.87478,2.78707,2.72907,2.52775,2.4435,2.14783,1.92205,1.75847
12-Apr-22,3.2344,3.13186,2.70007,2.62649,2.58316,2.40984,2.34819,2.08847,1.88576,1.72659
13-Apr-22,3.15754,3.06466,2.62191,2.54436,2.49563,2.33552,2.28389,2.03985,1.85063,1.69606
14-Apr-22,3.27595,3.1459,2.65012,2.56018,2.5062,2.34435,2.29118,2.04742,1.85945,1.70383
18-Apr-22,3.11501,2.90167,2.63371,2.57704,2.46023,2.35333,2.2995,2.04697,1.85836,1.70443
19-Apr-22,3.16447,2.9648,2.6987,2.57835,2.50459,2.39282,2.33219,2.07714,1.87671,1.71494
20-Apr-22,3.20139,3.00059,2.7413,2.62424,2.55473,2.43073,2.35909,2.08885,1.88086,1.72058
21-Apr-22,3.49361,3.20114,2.89379,2.76317,2.69396,2.52956,2.42622,2.12315,1.88791,1.73016
22-Apr-22,3.49013,3.2382,2.94634,2.81933,2.74397,2.59399,2.5012,2.18235,1.92822,1.76855
25-Apr-22,3.41358,3.20137,2.91932,2.79448,2.72037,2.57739,2.48932,2.18001,1.92999,1.76667
26-Apr-22,3.34963,3.15128,2.878,2.75271,2.67455,2.55534,2.49291,2.1864,1.93181,1.76293
27-Apr-22,3.461,3.23321,2.92609,2.78534,2.69853,2.57681,2.51253,2.20131,1.93921,1.77117
28-Apr-22,3.57021,3.34359,3.00764,2.86415,2.77583,2.63425,2.55313,2.23045,1.95874,1.78837
29-Apr-22,3.59508,3.35932,3.0235,2.88012,2.79169,2.65436,2.60179,2.27971,2.00044,1.82905
02-May-22,3.67158,3.41398,3.06024,2.91614,2.82008,2.67856,2.62249,2.29691,2.01345,1.84305
03-May-22,3.62719,3.39781,3.0768,2.91152,2.81979,2.69069,2.65242,2.32607,2.03669,1.8609
04-May-22,3.37765,3.20886,2.94753,2.79213,2.70941,2.61488,2.60442,2.2857,2.00941,1.84767
05-May-22,3.47588,3.28853,2.96694,2.7975,2.71147,2.61947,2.61261,2.34286,2.05424,1.8654
06-May-22,3.46031,3.29799,2.99495,2.83078,2.75078,2.64419,2.62519,2.35389,2.06042,1.86365
09-May-22,3.38733,3.27304,2.98008,2.82194,2.7535,2.64578,2.63163,2.35833,2.08329,1.88265
10-May-22,3.421,3.3014,3.01249,2.84867,2.78416,2.66496,2.63798,2.36737,2.0933,1.88804
11-May-22,3.24026,3.18151,2.93216,2.78103,2.71822,2.62164,2.61477,2.36252,2.09216,1.88828
12-May-22,3.31621,3.23945,2.98436,2.83336,2.75458,2.62552,2.61633,2.3659,2.09596,1.88835
13-May-22,3.27705,3.19899,2.95515,2.8073,2.73048,2.59883,2.58782,2.33794,2.07633,1.87042
16-May-22,3.14566,3.04551,2.82864,2.70157,2.63666,2.49544,2.46966,2.26664,2.03613,1.83193
17-May-22,3.18564,3.06941,2.84347,2.70945,2.62772,2.49097,2.46219,2.25808,2.02828,1.83335
18-May-22,3.20644,3.059,2.82006,2.68138,2.59117,2.45381,2.42244,2.21906,1.99003,1.79211
19-May-22,3.21767,3.05668,2.80644,2.6631,2.57081,2.42915,2.39207,2.18823,1.96182,1.76536
20-May-22,3.19551,3.02087,2.77062,2.62668,2.52931,2.38786,2.34638,2.13882,1.94484,1.76535
23-May-22,3.042,2.9218,2.71106,2.58192,2.49258,2.35536,2.31205,2.11073,1.92338,1.75084
24-May-22,3.03512,2.90559,2.68876,2.55967,2.47426,2.33483,2.28891,2.09134,1.90484,1.73205
25-May-22,2.96979,2.84753,2.63091,2.50237,2.42537,2.28854,2.24799,2.06163,1.87848,1.71268
26-May-22,2.94325,2.81623,2.60825,2.48332,2.40781,2.26973,2.2286,2.04493,1.86645,1.7022
27-May-22,2.83628,2.73263,2.55362,2.43781,2.36186,2.22873,2.18894,2.00637,1.83944,1.67582
31-May-22,2.92081,2.80695,2.60588,2.48475,2.41254,2.26736,2.22024,2.03217,1.83769,1.67956
01-Jun-22,2.9787,2.87315,2.68117,2.56087,2.47728,2.31207,2.23939,2.0358,1.84037,1.6865
02-Jun-22,2.87371,2.81076,2.63618,2.51817,2.44661,2.28389,2.21391,2.01515,1.82132,1.66352
03-Jun-22,2.83793,2.7815,2.60428,2.49059,2.41945,2.26499,2.20128,1.97898,1.80413,1.65388
06-Jun-22,2.5538,2.58401,2.47491,2.44516,2.3966,2.27043,2.22796,1.99996,1.82304,1.6739
07-Jun-22,2.56515,2.59244,2.48607,2.4569,2.40686,2.28203,2.24048,2.01314,1.83247,1.68271
08-Jun-22,2.6234,2.60768,2.50032,2.47091,2.42247,2.29808,2.25722,2.0264,1.84499,1.69124
09-Jun-22,2.66754,2.64957,2.54273,2.51341,2.46121,2.32662,2.27558,2.03751,1.85561,1.69538
10-Jun-22,2.87992,2.89128,2.76859,2.73653,2.67256,2.49488,2.40839,2.12821,1.91869,1.75386
13-Jun-22,3.59157,3.45758,3.21879,3.14342,3.06116,2.84083,2.73065,2.34175,2.08966,1.90727
14-Jun-22,3.75734,3.55472,3.25843,3.17229,3.07989,2.84154,2.71237,2.3187,2.06349,1.88634
15-Jun-22,3.52857,3.39563,3.14857,3.06309,2.98038,2.77022,2.66147,2.27808,2.02637,1.8348
16-Jun-22,3.69316,3.53028,3.23094,3.13533,3.03669,2.82494,2.71676,2.33149,2.06617,1.86068
17-Jun-22,3.65287,3.50481,3.22753,3.14069,3.0486,2.84221,2.73974,2.3534,2.09388,1.88509
21-Jun-22,3.51666,3.41408,3.17174,3.09551,3.01177,2.81988,2.73323,2.35672,2.0941,1.89041
22-Jun-22,3.2909,3.2505,3.03636,2.97873,2.91373,2.73558,2.6338,2.29361,2.06566,1.87145
23-Jun-22,3.26792,3.20838,2.9911,2.9327,2.87048,2.6941,2.59463,2.2713,2.0433,1.85039
24-Jun-22,3.33698,3.2584,3.02544,2.96064,2.89665,2.70573,2.59216,2.26918,2.04042,1.85014
27-Jun-22,3.36255,3.30628,3.0686,2.99735,2.92692,2.73156,2.61199,2.28175,2.0485,1.86254
28-Jun-22,3.38339,3.26597,3.05014,2.9777,2.89698,2.7031,2.58242,2.25744,2.0316,1.84878
29-Jun-22,3.28717,3.15799,2.93605,2.86226,2.78158,2.61033,2.50733,2.19132,1.99688,1.84008
30-Jun-22,3.42943,3.21936,2.93551,2.83958,2.75774,2.58429,2.48069,2.16694,1.97239,1.81384
01-Jul-22,3.69408,3.35084,3.00838,2.89613,2.8281,2.62737,2.50556,2.19708,1.99978,1.83212
05-Jul-22,3.86629,3.50079,3.11502,2.98445,2.90325,2.68604,2.55009,2.24216,2.03869,1.86689
06-Jul-22,3.8747,3.50256,3.1296,2.99115,2.89542,2.67519,2.53254,2.22614,2.02373,1.85571
07-Jul-22,3.29314,3.23863,3.0132,2.90455,2.82489,2.64622,2.51257,2.23097,2.02475,1.85774
08-Jul-22,3.17647,3.18898,2.99391,2.8969,2.82296,2.65109,2.52446,2.23947,2.02822,1.85813
11-Jul-22,3.13949,3.13649,2.95177,2.86719,2.79741,2.63867,2.52546,2.24302,2.03317,1.8639
12-Jul-22,3.14423,3.1387,2.95525,2.87753,2.8057,2.64105,2.52436,2.24183,2.02681,1.84707
13-Jul-22,3.00525,3.07003,2.90825,2.83081,2.76064,2.60343,2.48851,2.21242,1.98635,1.80148
14-Jul-22,3.01931,3.07107,2.90787,2.8279,2.75592,2.60488,2.49472,2.21254,1.98129,1.79208
15-Jul-22,2.82137,2.92106,2.80602,2.74139,2.6736,2.5474,2.45851,2.1845,1.96282,1.77334
18-Jul-22,2.69723,2.87922,2.80183,2.73763,2.67301,2.54004,2.44561,2.17556,1.95451,1.76501
19-Jul-22,2.67939,2.86137,2.80647,2.74794,2.68004,2.54326,2.44324,2.17182,1.95601,1.76591
20-Jul-22,2.57913,2.79737,2.78355,2.74,2.67747,2.54752,2.45371,2.19175,1.97412,1.79818
21-Jul-22,2.55833,2.78248,2.77794,2.7406,2.69554,2.55631,2.45829,2.1916,1.96652,1.78755
22-Jul-22,2.62758,2.81365,2.79774,2.75694,2.72082,2.58748,2.49812,2.21167,1.97521,1.79814
25-Jul-22,2.59614,2.74705,2.73563,2.69907,2.66828,2.54709,2.47212,2.18965,1.94373,1.76521
26-Jul-22,2.59556,2.71502,2.69934,2.65915,2.61654,2.50097,2.42666,2.14877,1.89971,1.71881
27-Jul-22,2.46503,2.61036,2.60054,2.56418,2.53838,2.41594,2.33716,2.07563,1.83758,1.66226
28-Jul-22,2.49651,2.56557,2.55909,2.51876,2.49558,2.39175,2.29479,2.03177,1.80137,1.63059
29-Jul-22,2.4642,2.52463,2.51344,2.46495,2.42227,2.32631,2.23286,1.96469,1.7437,1.58369
01-Aug-22,2.44051,2.50095,2.48598,2.4361,2.38649,2.29402,2.20138,1.9325,1.71984,1.5654
02-Aug-22,2.60551,2.73736,2.70623,2.62716,2.53623,2.40845,2.27569,1.97562,1.76085,1.6083
03-Aug-22,2.60451,2.77327,2.74767,2.66911,2.5802,2.43557,2.28644,1.98579,1.76726,1.61208
04-Aug-22,2.60133,2.77267,2.72957,2.65469,2.56895,2.42701,2.28085,1.98727,1.77285,1.61437
05-Aug-22,2.59747,2.78626,2.73881,2.6888,2.62133,2.47155,2.32502,2.02271,1.79608,1.6344
08-Aug-22,2.58697,2.77025,2.72553,2.68056,2.61296,2.47087,2.33234,2.02932,1.80229,1.63831
09-Aug-22,2.64629,2.82396,2.77825,2.73314,2.6611,2.51325,2.37045,2.06077,1.838,1.67033
10-Aug-22,2.45075,2.68221,2.63325,2.59258,2.52733,2.41024,2.29602,2.02138,1.81948,1.65567
11-Aug-22,2.38145,2.5895,2.55041,2.51223,2.45686,2.35864,2.26189,1.99557,1.79297,1.63522
12-Aug-22,2.31763,2.53186,2.49924,2.47155,2.41574,2.33961,2.26399,2.00005,1.7922,1.62868
15-Aug-22,2.32141,2.48191,2.45389,2.4199,2.36571,2.29671,2.22827,1.97554,1.77026,1.60133
16-Aug-22,2.37736,2.51929,2.48251,2.44576,2.38898,2.31508,2.24163,1.98305,1.77512,1.60397
17-Aug-22,2.48305,2.59962,2.55207,2.51223,2.45018,2.36726,2.28495,2.02383,1.81223,1.64316
18-Aug-22,2.52997,2.63675,2.58412,2.54195,2.47958,2.40532,2.33117,2.06673,1.84297,1.66784
19-Aug-22,2.61543,2.69979,2.64261,2.59679,2.53713,2.46013,2.38325,2.09834,1.87354,1.69848
22-Aug-22,2.80965,2.83554,2.75483,2.70156,2.63569,2.5262,2.41566,2.13515,1.89975,1.72033
23-Aug-22,2.78408,2.81276,2.73234,2.67912,2.61657,2.51493,2.41296,2.13314,1.89912,1.72011
24-Aug-22,2.78907,2.82672,2.74008,2.68746,2.62783,2.54969,2.47272,2.17478,1.942,1.75879
25-Aug-22,2.711,2.75223,2.66909,2.61733,2.55201,2.49424,2.43655,2.14946,1.92969,1.74801
26-Aug-22,2.37961,2.58309,2.53334,2.50608,2.44916,2.37844,2.35918,2.11169,1.91242,1.73732
29-Aug-22,2.3775,2.61044,2.5649,2.53937,2.47933,2.40348,2.38077,2.12309,1.91439,1.75001
30-Aug-22,2.38206,2.6421,2.60567,2.58209,2.52225,2.46195,2.4568,2.1821,1.96214,1.79916
31-Aug-22,2.34023,2.61438,2.59008,2.56946,2.51316,2.46249,2.46666,2.19549,1.97867,1.82135
01-Sep-22,2.37822,2.61096,2.57552,2.55952,2.51975,2.47694,2.49206,2.22645,2.00088,1.84047
02-Sep-22,2.21359,2.49532,2.47064,2.47289,2.45217,2.42072,2.44987,2.19345,1.97528,1.81723
06-Sep-22,2.28172,2.59138,2.57298,2.57922,2.55883,2.50573,2.51196,2.24002,2.01438,1.85038
07-Sep-22,2.2726,2.55175,2.53397,2.54208,2.52532,2.48521,2.50515,2.25112,2.017,1.85836
08-Sep-22,2.19621,2.50474,2.50385,2.52261,2.5108,2.47691,2.50352,2.24349,2.02256,1.86341
09-Sep-22,2.17356,2.49653,2.4963,2.51538,2.50033,2.46951,2.49932,2.23728,2.01777,1.86486
12-Sep-22,2.10373,2.42514,2.44723,2.47169,2.46801,2.44603,2.48741,2.22683,2.00547,1.85225
13-Sep-22,2.19107,2.52165,2.53694,2.57246,2.56857,2.53304,2.56027,2.27476,2.03849,1.8845
14-Sep-22,2.15438,2.48192,2.53324,2.58415,2.58831,2.55198,2.57922,2.28778,2.04175,1.88664
15-Sep-22,2.20727,2.54472,2.56748,2.62943,2.64221,2.593,2.61526,2.30573,2.05744,1.90214
16-Sep-22,2.22216,2.56028,2.58953,2.65903,2.67782,2.62578,2.63925,2.33451,2.07849,1.92067
19-Sep-22,2.26784,2.5946,2.61404,2.68221,2.70247,2.63814,2.64471,2.33266,2.0797,1.92697
20-Sep-22,2.27332,2.59981,2.62192,2.68956,2.70625,2.641,2.64537,2.33923,2.09123,1.93642
21-Sep-22,2.1412,2.49824,2.53032,2.60007,2.62316,2.56787,2.58343,2.29178,2.0568,1.9035
22-Sep-22,2.31287,2.59212,2.59836,2.65929,2.6864,2.6088,2.61323,2.30885,2.07568,1.92985
23-Sep-22,2.57032,2.77486,2.772,2.82102,2.86962,2.74517,2.72601,2.37648,2.13569,1.97883
26-Sep-22,2.73995,2.969,2.98196,3.04246,3.10385,2.913,2.83422,2.45594,2.20566,2.03642
27-Sep-22,2.83286,3.07979,3.06907,3.11823,3.15624,3.00705,2.96275,2.52258,2.24626,2.06885
28-Sep-22,2.78949,3.05223,3.06181,3.10911,3.10897,2.99406,2.96518,2.55078,2.27215,2.08448
29-Sep-22,2.75034,3.00756,3.01881,3.06506,3.06751,2.96906,2.95953,2.54666,2.28756,2.09491
30-Sep-22,2.70613,2.94871,2.96746,3.01584,3.02464,2.90827,2.87964,2.49695,2.24249,2.05717
03-Oct-22,2.73596,2.95425,2.96662,3.01401,3.01243,2.89478,2.86447,2.48697,2.2364,2.04675
04-Oct-22,2.71565,2.89422,2.90272,2.94633,2.9392,2.83283,2.80897,2.44178,2.18939,2.00592
05-Oct-22,3.12145,3.22895,3.21857,3.25142,3.234,3.04044,2.94808,2.45395,2.19088,2.00717
06-Oct-22,3.13987,3.2583,3.22061,3.24909,3.24078,3.05225,2.97337,2.46232,2.20228,2.01431
07-Oct-22,3.0991,3.24064,3.23376,3.25557,3.25317,3.05505,2.97151,2.45942,2.19778,2.00751
11-Oct-22,3.14826,3.28532,3.26023,3.26945,3.25637,3.05921,2.97319,2.46231,2.198,2.01029
12-Oct-22,3.20457,3.32184,3.2923,3.28492,3.26594,3.08719,3.01609,2.49205,2.22406,2.02711
13-Oct-22,3.17988,3.33626,3.29626,3.30082,3.28362,3.08898,3.01097,2.48561,2.21823,2.01805
14-Oct-22,3.17113,3.33276,3.29973,3.30742,3.29391,3.09443,3.01348,2.4932,2.21629,2.03308
17-Oct-22,2.97891,3.25919,3.24571,3.26143,3.24472,3.06622,2.99895,2.49253,2.21845,2.04684
18-Oct-22,2.85257,3.19178,3.19787,3.21941,3.20485,3.03641,2.97773,2.48357,2.21189,2.03763
19-Oct-22,2.95308,3.25811,3.25018,3.26412,3.2482,3.07551,3.01799,2.50878,2.23526,2.05974
20-Oct-22,3.16233,3.38082,3.33484,3.33892,3.31945,3.13828,3.07787,2.5608,2.28849,2.12314
21-Oct-22,3.16623,3.36114,3.29591,3.28884,3.25375,3.10924,3.07171,2.56614,2.29489,2.11176
24-Oct-22,3.08074,3.29407,3.2759,3.2838,3.25745,3.11477,3.07733,2.57211,2.30175,2.10954
25-Oct-22,2.97643,3.16244,3.16433,3.17864,3.15463,3.02059,2.98872,2.50423,2.23183,2.03631
26-Oct-22,2.9431,3.08903,3.06898,3.07591,3.04853,2.92062,2.89295,2.43442,2.18053,1.99504
27-Oct-22,3.03535,3.0717,3.0249,3.02755,2.9877,2.8812,2.87271,2.40864,2.14802,1.96634
28-Oct-22,3.06155,3.10518,3.05826,3.06074,3.01846,2.89369,2.86709,2.39932,2.13483,1.95276
31-Oct-22,3.08358,3.13628,3.08528,3.07678,3.02625,2.89956,2.8682,2.40246,2.14033,1.95924
01-Nov-22,3.0686,3.12837,3.07664,3.07331,3.02524,2.89422,2.86237,2.39342,2.14113,1.96384
02-Nov-22,2.93879,3.03966,2.99168,2.99367,2.95397,2.82732,2.79674,2.35719,2.1096,1.93869
03-Nov-22,2.90621,3.08269,3.0267,3.03157,3.00155,2.85768,2.81965,2.37345,2.12371,1.94989
04-Nov-22,2.71898,2.95988,2.94787,2.95742,2.92352,2.80715,2.78713,2.3629,2.11356,1.9351
07-Nov-22,2.66253,2.91533,2.91169,2.91594,2.8823,2.7726,2.75859,2.34816,2.10745,1.93643
08-Nov-22,2.57311,2.84389,2.85461,2.86108,2.82901,2.73055,2.72542,2.3306,2.10256,1.93055
09-Nov-22,2.55819,2.83079,2.8449,2.85153,2.82078,2.72821,2.72157,2.33662,2.10472,1.92773
10-Nov-22,2.3761,2.67997,2.72181,2.73005,2.70233,2.6139,2.60508,2.24256,2.02101,1.84799
14-Nov-22,2.40465,2.67922,2.7168,2.73333,2.71047,2.6094,2.58488,2.23013,2.01482,1.84629
15-Nov-22,2.53931,2.73386,2.7665,2.78067,2.75939,2.63359,2.58085,2.22597,2.00726,1.84156
16-Nov-22,2.58936,2.7576,2.77878,2.78873,2.75882,2.62737,2.56964,2.20438,1.98351,1.81226
17-Nov-22,2.68435,2.83194,2.84496,2.85269,2.82,2.68151,2.62173,2.22137,2.01133,1.84112
18-Nov-22,2.62129,2.85777,2.87981,2.89137,2.86016,2.71427,2.65203,2.23712,2.02347,1.85288
21-Nov-22,2.59215,2.86228,2.90345,2.92536,2.89813,2.75302,2.69301,2.26107,2.04257,1.87051
22-Nov-22,2.64796,2.92197,2.95796,2.97436,2.9487,2.78462,2.70792,2.27163,2.05219,1.88005
23-Nov-22,2.68544,2.95131,2.98491,3.0003,2.97489,2.80255,2.71655,2.28429,2.06028,1.88934
25-Nov-22,2.69684,2.95344,2.99655,3.01533,2.99254,2.81673,2.72843,2.29686,2.07451,1.90385
28-Nov-22,2.64152,2.93543,2.99142,3.01643,2.99822,2.83003,2.74675,2.3139,2.08588,1.91819
29-Nov-22,2.59307,2.9071,2.96516,2.98886,2.9688,2.81518,2.64869,2.31265,2.08268,1.91347
30-Nov-22,2.52446,2.84242,2.91158,2.93596,2.92567,2.7898,2.6344,2.30985,2.07114,1.89858
01-Dec-22,2.51237,2.79133,2.84068,2.88168,2.87482,2.75066,2.60903,2.28771,2.0535,1.88292
02-Dec-22,3.36213,3.08634,2.98097,2.93147,2.90219,2.75779,2.60614,2.28753,2.05142,1.88255
05-Dec-22,3.3987,3.14284,3.03736,2.98692,2.95125,2.80092,2.64732,2.31786,2.07981,1.91159
06-Dec-22,3.47173,3.16415,3.05799,3.00695,2.97022,2.81005,2.65232,2.32384,2.08837,1.91909
07-Dec-22,3.63392,3.29738,3.13531,3.04285,3.00872,2.84791,2.68466,2.35605,2.11367,1.93918
08-Dec-22,3.62629,3.27341,3.11276,3.02184,2.99197,2.83606,2.68155,2.35032,2.11123,1.93918
09-Dec-22,3.73565,3.30372,3.12044,3.02846,2.99862,2.84776,2.69328,2.35968,2.11733,1.93957
12-Dec-22,3.80966,3.34184,3.13998,3.04534,3.01911,2.86495,2.70919,2.36953,2.12517,1.94629
13-Dec-22,3.63337,3.21604,3.0347,2.9385,2.89598,2.75739,2.61224,2.2993,2.08374,1.90717
14-Dec-22,3.26277,2.97048,2.8388,2.77289,2.75415,2.63997,2.51952,2.21223,1.99409,1.83262
15-Dec-22,3.12878,2.88792,2.7706,2.69036,2.66561,2.56125,2.45353,2.14786,1.9371,1.77779
16-Dec-22,3.19178,2.92761,2.80319,2.71675,2.69554,2.58948,2.48073,2.1723,1.9561,1.79476
19-Dec-22,3.21344,2.95508,2.83434,2.76353,2.75325,2.62445,2.49256,2.1817,1.96425,1.80455
20-Dec-22,3.28137,3.03637,2.90781,2.83135,2.82145,2.68017,2.53312,2.21949,1.99524,1.83135
21-Dec-22,3.25856,3.0282,2.90439,2.83146,2.80889,2.67746,2.54081,2.22569,2.00604,1.84703
22-Dec-22,3.23683,2.99517,2.88218,2.82024,2.79803,2.67682,2.55372,2.23951,2.01831,1.85672
23-Dec-22,3.25878,3.04535,2.91079,2.84883,2.82639,2.70474,2.58094,2.2944,2.05994,1.88551
27-Dec-22,3.30309,3.104,2.97103,2.90895,2.88967,2.76014,2.62934,2.33613,2.09197,1.91003
28-Dec-22,3.31587,3.11609,2.98571,2.92429,2.90599,2.7776,2.64882,2.34726,2.10288,1.92454
29-Dec-22,3.33402,3.1201,2.98747,2.92532,2.90278,2.77373,2.6443,2.34709,2.10598,1.93111
30-Dec-22,3.3806,3.14899,3.014,2.96388,2.95366,2.82977,2.70562,2.37693,2.12338,1.94737
03-Jan-23,3.33628,3.02204,2.91084,2.8682,2.86075,2.75045,2.64008,2.32869,2.08802,1.92349
04-Jan-23,3.31621,2.97893,2.85518,2.80749,2.79561,2.67885,2.55905,2.27951,2.0549,1.88199
05-Jan-23,3.23363,2.92373,2.81294,2.7683,2.76378,2.63841,2.51216,2.23886,2.02178,1.85236
06-Jan-23,3.07061,2.79267,2.68765,2.64478,2.6346,2.52872,2.41575,2.17333,1.96136,1.8078
09-Jan-23,3.00101,2.75745,2.61489,2.56128,2.55231,2.45534,2.35025,2.12751,1.92633,1.77874
