"Date","SOFR 1 Day Mid Rate","SOFR 1 Month Mid Rate","SOFR 2 Months Mid Rate","SOFR 3 Months Mid Rate","SOFR 4 Months Mid Rate","SOFR 5 Months Mid Rate","SOFR 6 Months Mid Rate","SOFR 9 Months Mid Rate","SOFR 18 Months Mid Rate","SOFR 2 Years Mid Rate","SOFR 3 Years Mid Rate","SOFR 4 Years Mid Rate","SOFR 5 Years Mid Rate","SOFR 6 Years Mid Rate","SOFR 7 Years Mid Rate","SOFR 8 Years Mid Rate","SOFR 9 Years Mid Rate","SOFR 10 Years Mid Rate","SOFR 12 Years Mid Rate","SOFR 15 Years Mid Rate","SOFR 20 Years Mid Rate","SOFR 25 Years Mid Rate","SOFR 30 Years Mid Rate","SOFR 35 Years Mid Rate","SOFR 40 Years Mid Rate","SOFR 50 Years Mid Rate","SOFR 60 Years Mid Rate"
01-Dec-21,0.05,0.05262,0.05377,0.05475,0.0622,0.07035,0.08869,0.1528,0.39691,0.57953,0.82545,0.94541,1.01727,1.08207,1.13563,1.1778,1.2106,1.24089,1.29214,1.34152,1.38277,1.3709,1.34715,1.30839,1.24276,1.11776,1.06651
02-Dec-21,0.05,0.05355,0.05394,0.0535,0.06417,0.07577,0.09855,0.16891,0.43693,0.62788,0.87564,0.99376,1.06252,1.11884,1.16514,1.20017,1.2277,1.25336,1.30065,1.3448,1.38083,1.3654,1.33872,1.30059,1.23497,1.10997,1.05872
03-Dec-21,0.05,0.05371,0.05397,0.0535,0.06469,0.07793,0.09539,0.16029,0.41302,0.5957,0.82846,0.92546,0.97999,1.02933,1.07241,1.10592,1.13256,1.15796,1.20932,1.25755,1.29733,1.28316,1.25774,1.22024,1.15399,1.02899,0.97775
06-Dec-21,0.05,0.05219,0.05479,0.05785,0.07119,0.08519,0.10559,0.17732,0.44478,0.63705,0.88711,1.00575,1.07564,1.12975,1.17387,1.20828,1.23458,1.259,1.30901,1.35591,1.39279,1.37748,1.35093,1.31218,1.24592,1.12092,1.06968
07-Dec-21,0.05,0.04835,0.05059,0.0534,0.07109,0.08621,0.11078,0.19261,0.48079,0.68203,0.93404,1.05361,1.12193,1.17831,1.22344,1.25853,1.2855,1.31121,1.35717,1.40064,1.43347,1.41552,1.38756,1.34881,1.28256,1.15755,1.10631
08-Dec-21,0.05,0.05155,0.05573,0.06004,0.07768,0.09317,0.11544,0.19303,0.4705,0.66598,0.92757,1.04976,1.12073,1.17923,1.2271,1.26423,1.29386,1.32224,1.37636,1.42923,1.4724,1.46055,1.43808,1.39995,1.33557,1.21056,1.15931
09-Dec-21,0.05,0.0526,0.05609,0.05871,0.07777,0.09528,0.1172,0.1961,0.48329,0.67905,0.93269,1.04887,1.11444,1.16577,1.20772,1.24172,1.26885,1.29536,1.34749,1.39961,1.44485,1.43465,1.41384,1.38008,1.31758,1.19195,1.1407
10-Dec-21,0.05,0.0527,0.0562,0.05882,0.07855,0.09812,0.11818,0.19743,0.47054,0.65959,0.91507,1.0378,1.11118,1.16882,1.21646,1.2551,1.28624,1.31613,1.37235,1.42857,1.47791,1.47039,1.45099,1.42037,1.36099,1.23537,1.18412
13-Dec-21,0.05,0.05282,0.05645,0.059,0.07876,0.09493,0.11551,0.18991,0.45589,0.6368,0.88358,1.00094,1.06959,1.11988,1.16079,1.19557,1.22348,1.25077,1.30611,1.36146,1.41086,1.40306,1.38401,1.35339,1.29401,1.16838,1.11714
14-Dec-21,0.06236,0.06236,0.06598,0.06834,0.08787,0.10392,0.12494,0.20664,0.48368,0.66523,0.90554,1.02079,1.08729,1.13678,1.17626,1.21009,1.23706,1.26401,1.31788,1.37113,1.42032,1.41147,1.39138,1.35888,1.29887,1.17325,1.122
15-Dec-21,0.05804,0.05804,0.06208,0.06453,0.09261,0.11434,0.14003,0.23399,0.52084,0.69893,0.9287,1.04017,1.10292,1.14983,1.18801,1.22034,1.24766,1.27561,1.3306,1.38683,1.43963,1.4329,1.41492,1.38242,1.32241,1.19678,1.14553
16-Dec-21,0.05008,0.05008,0.05627,0.06352,0.0897,0.11427,0.14083,0.23035,0.49056,0.65027,0.85721,0.95818,1.01854,1.07339,1.12071,1.16122,1.19548,1.22912,1.29295,1.35801,1.41902,1.41733,1.40314,1.37063,1.30938,1.18313,1.13063
17-Dec-21,0.05008,0.05008,0.05638,0.06482,0.09821,0.12786,0.15482,0.24996,0.51054,0.66868,0.87622,0.96814,1.01951,1.06557,1.10537,1.14045,1.17053,1.2,1.25866,1.31856,1.37659,1.37248,1.35587,1.32336,1.26211,1.13586,1.08337
20-Dec-21,0.05251,0.05251,0.05776,0.06695,0.09851,0.12597,0.15299,0.24563,0.49766,0.65285,0.85957,0.95976,1.01811,1.07058,1.11618,1.15512,1.18783,1.2199,1.28166,1.34405,1.40455,1.40106,1.38506,1.34756,1.28381,1.15631,1.10257
21-Dec-21,0.05251,0.05251,0.05796,0.06914,0.10429,0.1309,0.16061,0.2599,0.52835,0.69728,0.91064,1.02319,1.09326,1.14752,1.19441,1.2334,1.26626,1.29848,1.35715,1.41584,1.47294,1.4665,1.44754,1.40939,1.34379,1.21628,1.16253
22-Dec-21,0.05251,0.05251,0.05816,0.07078,0.10471,0.13309,0.16408,0.26499,0.53341,0.698,0.90916,1.01668,1.0849,1.13471,1.17791,1.21399,1.24454,1.27509,1.33412,1.39365,1.45136,1.44615,1.4278,1.38966,1.32408,1.19654,1.14279
23-Dec-21,0.05238,0.05323,0.05605,0.07785,0.11303,0.14798,0.18106,0.28207,0.55749,0.72056,0.93152,1.03703,1.10333,1.15575,1.20119,1.23979,1.2725,1.30507,1.36725,1.42976,1.49025,1.48633,1.47061,1.43116,1.36298,1.23548,1.18173
24-Dec-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27-Dec-21,0.05238,0.05326,0.05611,0.08038,0.11533,0.15206,0.18831,0.29441,0.57549,0.73908,0.94832,1.04814,1.10901,1.15571,1.19608,1.23182,1.26196,1.29217,1.35175,1.41194,1.47054,1.46641,1.4498,1.4104,1.34222,1.2147,1.16096
28-Dec-21,0.05251,0.05408,0.05919,0.08494,0.12126,0.15885,0.19504,0.3008,0.57685,0.7369,0.94136,1.04059,1.1017,1.14927,1.19059,1.2273,1.25841,1.29012,1.35257,1.41565,1.47716,1.47479,1.45992,1.42054,1.35242,1.22492,1.17117
29-Dec-21,0.05238,0.05328,0.05618,0.08302,0.11767,0.1562,0.19366,0.30398,0.58638,0.74754,0.95853,1.06892,1.14118,1.19603,1.24338,1.28453,1.3188,1.35245,1.41437,1.47629,1.53539,1.53182,1.51512,1.4745,1.40575,1.27762,1.22387
30-Dec-21,0.05251,0.05574,0.06015,0.0919,0.12265,0.16175,0.19869,0.30224,0.57823,0.73722,0.94538,1.05431,1.12515,1.17593,1.21908,1.25721,1.28866,1.31969,1.37948,1.43849,1.49479,1.48975,1.47162,1.43095,1.36217,1.23406,1.1803
31-Dec-21,0.05251,0.05669,0.06052,0.09265,0.12196,0.1598,0.1961,0.29887,0.57383,0.73168,0.93646,1.04152,1.11054,1.15978,1.20156,1.23813,1.26802,1.29882,1.35419,1.40942,1.46221,1.45419,1.43371,1.39368,1.32365,1.19614,1.1424
03-Jan-22,0.05244,0.05652,0.06026,0.09455,0.12589,0.16622,0.20384,0.30949,0.60058,0.77518,1.00363,1.12887,1.21347,1.27216,1.32085,1.36082,1.39329,1.42514,1.48015,1.53391,1.58392,1.57424,1.55206,1.51081,1.4383,1.29705,1.19207
04-Jan-22,0.05247,0.05499,0.05724,0.09267,0.12403,0.16272,0.2007,0.30235,0.58565,0.75926,0.99216,1.12376,1.21412,1.28247,1.3377,1.38244,1.41844,1.45317,1.51342,1.57242,1.62578,1.61747,1.59728,1.55602,1.48352,1.33851,1.23476
05-Jan-22,0.05247,0.05509,0.05734,0.10032,0.14033,0.17931,0.22262,0.33692,0.64155,0.82255,1.05781,1.18797,1.27503,1.33989,1.39164,1.43197,1.46355,1.49451,1.55069,1.605,1.65243,1.64302,1.61862,1.57674,1.50235,1.3536,1.24985
06-Jan-22,0.05246,0.058,0.06119,0.11479,0.15296,0.19513,0.24447,0.36596,0.68008,0.86374,1.10367,1.23396,1.31989,1.38541,1.43592,1.47396,1.50389,1.53381,1.58741,1.63975,1.68365,1.67247,1.6463,1.60754,1.54066,1.39191,1.28816
07-Jan-22,0.05246,0.0584,0.06141,0.1141,0.15266,0.19347,0.2371,0.35073,0.665,0.8599,1.1208,1.25889,1.34949,1.41854,1.47071,1.50966,1.53861,1.56695,1.61824,1.66765,1.70707,1.69333,1.66522,1.62522,1.55709,1.40709,1.30461
10-Jan-22,0.05251,0.06207,0.06573,0.12209,0.16225,0.20338,0.25064,0.36972,0.69715,0.89638,1.16148,1.2984,1.38532,1.4495,1.4968,1.53146,1.55739,1.58268,1.63011,1.67504,1.70966,1.69384,1.66427,1.62427,1.55614,1.40614,1.30366
11-Jan-22,0.05248,0.0594,0.06192,0.12003,0.16065,0.20125,0.2502,0.36804,0.69145,0.88761,1.13618,1.26662,1.34958,1.41197,1.45999,1.49535,1.52321,1.55105,1.60018,1.64744,1.68438,1.66972,1.64257,1.60194,1.53381,1.38381,1.2813
12-Jan-22,0.05249,0.05681,0.05829,0.12274,0.16937,0.20759,0.25853,0.37951,0.70338,0.89244,1.12949,1.24973,1.32311,1.38248,1.42811,1.46239,1.4898,1.5175,1.569,1.61988,1.66199,1.64993,1.62661,1.58723,1.52039,1.37034,1.26784
13-Jan-22,0.0525,0.05778,0.06236,0.13547,0.17917,0.22509,0.27189,0.39105,0.71135,0.8933,1.12258,1.24049,1.31402,1.37125,1.41471,1.44847,1.47537,1.50227,1.55235,1.6018,1.64312,1.63033,1.60568,1.56692,1.49942,1.34945,1.24694
14-Jan-22,0.0525,0.0582,0.07406,0.14374,0.19236,0.2392,0.2914,0.42235,0.76542,0.96049,1.20061,1.31639,1.38658,1.44247,1.48462,1.51699,1.5425,1.5683,1.61618,1.66405,1.70191,1.68772,1.66103,1.62227,1.55477,1.40476,1.30229
18-Jan-22,0.05249,0.06225,0.08011,0.1585,0.21415,0.26697,0.32805,0.47404,0.83547,1.03476,1.27904,1.40823,1.48991,1.54674,1.58794,1.61812,1.64143,1.66474,1.70606,1.74677,1.77653,1.75734,1.72691,1.68566,1.61566,1.46315,1.35565
19-Jan-22,0.05249,0.06257,0.08092,0.16337,0.2231,0.27171,0.32933,0.47029,0.82045,1.01319,1.25052,1.37463,1.45127,1.50688,1.54563,1.5748,1.59648,1.61815,1.65916,1.69831,1.72682,1.70639,1.67534,1.63408,1.56908,1.41657,1.30907
20-Jan-22,0.0525,0.0637,0.09453,0.17391,0.22923,0.28357,0.3427,0.48829,0.85486,1.04465,1.27657,1.39071,1.45925,1.51343,1.55198,1.58164,1.6038,1.62596,1.6673,1.70738,1.73559,1.71563,1.68504,1.64254,1.57754,1.42504,1.31754
21-Jan-22,0.05249,0.05924,0.09203,0.16376,0.21888,0.27626,0.32672,0.46459,0.80678,0.9873,1.21091,1.32421,1.39253,1.44197,1.47766,1.50531,1.52733,1.54906,1.59157,1.63345,1.66221,1.64315,1.61347,1.57096,1.50596,1.35346,1.24598
24-Jan-22,0.05,0.05986,0.10143,0.16229,0.21532,0.26873,0.31874,0.44988,0.76843,0.93554,1.15056,1.27281,1.35192,1.40765,1.44901,1.4821,1.50833,1.53425,1.58505,1.63523,1.67166,1.65643,1.63121,1.58871,1.52245,1.36995,1.26247
25-Jan-22,0.06022,0.06022,0.106,0.1741,0.23125,0.28659,0.34159,0.48032,0.80749,0.9786,1.19442,1.31833,1.40038,1.45756,1.49973,1.53253,1.55909,1.58473,1.63466,1.68397,1.71921,1.70433,1.6782,1.6357,1.56944,1.41694,1.30944
26-Jan-22,0.05008,0.05009,0.10039,0.17614,0.2451,0.30062,0.35898,0.5133,0.87022,1.04943,1.27268,1.3974,1.47776,1.53293,1.57249,1.60291,1.62645,1.6491,1.69417,1.73736,1.76648,1.74792,1.71873,1.67623,1.60998,1.45747,1.34997
27-Jan-22,0.05,0.05,0.11999,0.19425,0.27679,0.34666,0.40862,0.58499,0.97649,1.15276,1.34495,1.43785,1.49322,1.53178,1.55847,1.5797,1.59655,1.61371,1.65045,1.68718,1.71017,1.68853,1.6569,1.6144,1.54815,1.39565,1.28815
28-Jan-22,0.05,0.05,0.12388,0.19987,0.27769,0.34779,0.41445,0.58502,0.97509,1.14491,1.32591,1.41014,1.46125,1.50185,1.53182,1.55596,1.57574,1.59552,1.63505,1.67456,1.6997,1.67852,1.64859,1.60359,1.53484,1.38233,1.27236
31-Jan-22,0.05,0.05,0.13718,0.20414,0.28493,0.36311,0.42323,0.59887,0.9833,1.14299,1.31608,1.40073,1.45725,1.49994,1.53201,1.55756,1.57811,1.59867,1.6391,1.67954,1.70623,1.68551,1.65604,1.61104,1.54228,1.38978,1.2798
01-Feb-22,0.0499,0.0499,0.13407,0.1979,0.28061,0.35646,0.41852,0.5904,0.97669,1.14244,1.31524,1.39882,1.45554,1.49862,1.53294,1.55968,1.58205,1.60411,1.64775,1.69139,1.72097,1.70169,1.67367,1.63054,1.56241,1.41116,1.30116
02-Feb-22,0.0499,0.04991,0.13244,0.19565,0.28202,0.35026,0.41301,0.58045,0.96812,1.13578,1.30648,1.3849,1.43459,1.47462,1.50653,1.53187,1.55282,1.57348,1.6182,1.66353,1.69543,1.67731,1.64982,1.6067,1.53857,1.38731,1.27731
03-Feb-22,0.05,0.05,0.15336,0.22832,0.30669,0.38133,0.45122,0.6174,1.00969,1.17758,1.35441,1.43987,1.49348,1.53394,1.56501,1.58978,1.61018,1.63028,1.6721,1.71389,1.74225,1.72237,1.69311,1.6506,1.5831,1.43185,1.32185
04-Feb-22,0.05761,0.05761,0.18356,0.26788,0.36434,0.4502,0.52615,0.71119,1.12808,1.30335,1.48358,1.57033,1.62271,1.65856,1.68566,1.70665,1.72326,1.73988,1.7756,1.81131,1.83327,1.80925,1.77711,1.7346,1.6671,1.51585,1.40587
07-Feb-22,0.05747,0.05747,0.18568,0.25554,0.3534,0.44495,0.51583,0.69717,1.10729,1.2832,1.46304,1.54863,1.60171,1.63846,1.66646,1.68866,1.70588,1.7231,1.75861,1.79349,1.81368,1.78878,1.75575,1.71263,1.6445,1.49325,1.38202
08-Feb-22,0.05748,0.05748,0.1899,0.2657,0.3652,0.45701,0.53208,0.71873,1.13873,1.32261,1.50605,1.59272,1.6444,1.68049,1.70783,1.72939,1.74596,1.76252,1.79695,1.83013,1.84925,1.82287,1.78899,1.74274,1.67336,1.52211,1.41086
09-Feb-22,0.05742,0.05742,0.18999,0.26963,0.37295,0.4578,0.53558,0.72884,1.14434,1.32683,1.50975,1.58959,1.63444,1.66407,1.68745,1.70679,1.72238,1.73797,1.77177,1.80495,1.82344,1.79706,1.76318,1.7163,1.64692,1.49566,1.38441
10-Feb-22,0.14508,0.14508,0.30656,0.40686,0.50084,0.60486,0.69871,0.91761,1.37898,1.55529,1.70542,1.75747,1.78086,1.79904,1.81469,1.82784,1.8385,1.84975,1.87392,1.89807,1.90753,1.87507,1.83698,1.7876,1.71385,1.56138,1.44887
11-Feb-22,0.09993,0.09993,0.26509,0.35221,0.45416,0.56352,0.65825,0.88344,1.33252,1.50185,1.63002,1.67078,1.69406,1.70872,1.72274,1.73616,1.74708,1.75892,1.78674,1.81454,1.82921,1.80061,1.76513,1.717,1.64387,1.49141,1.3789
14-Feb-22,0.07,0.07,0.2724,0.3682,0.47701,0.59603,0.68826,0.92393,1.39831,1.57297,1.7039,1.7393,1.75535,1.76629,1.77784,1.78984,1.79997,1.8116,1.83823,1.86548,1.87991,1.85118,1.81559,1.76684,1.69433,1.54183,1.42935
15-Feb-22,0.06999,0.06999,0.27029,0.36476,0.46498,0.57232,0.66286,0.8886,1.36328,1.55095,1.69226,1.74009,1.77105,1.79185,1.81264,1.83068,1.84559,1.86176,1.8948,1.92661,1.94403,1.91711,1.8827,1.83395,1.76144,1.60894,1.49644
16-Feb-22,0.06496,0.07728,0.25486,0.34989,0.45633,0.54878,0.63981,0.85743,1.32272,1.51017,1.6586,1.71115,1.74621,1.77151,1.79494,1.8156,1.83313,1.85245,1.88857,1.92407,1.94519,1.92075,1.88756,1.84005,1.76884,1.6163,1.5038
17-Feb-22,0.05999,0.11892,0.26155,0.36447,0.45603,0.54888,0.63776,0.84676,1.2911,1.46594,1.6039,1.64859,1.67705,1.70051,1.72335,1.74441,1.76297,1.78342,1.82511,1.86616,1.89284,1.87211,1.84201,1.79514,1.72388,1.57138,1.4589
18-Feb-22,0.06002,0.12536,0.25517,0.35017,0.44447,0.53853,0.62104,0.82536,1.26572,1.44163,1.57743,1.62106,1.64844,1.66791,1.68675,1.70494,1.72064,1.73883,1.77649,1.81477,1.83898,1.81703,1.7857,1.74007,1.66882,1.51632,1.40384
22-Feb-22,0.06101,0.14574,0.28153,0.39255,0.49869,0.5992,0.69123,0.91205,1.36501,1.53394,1.64651,1.6737,1.69027,1.70471,1.71977,1.73568,1.74908,1.76428,1.79765,1.8304,1.84908,1.82343,1.78902,1.74339,1.67214,1.51964,1.40714
23-Feb-22,0.06101,0.15642,0.28196,0.39629,0.51005,0.59825,0.69352,0.91327,1.38242,1.55524,1.67436,1.70456,1.72227,1.73752,1.75276,1.76848,1.78106,1.79577,1.82731,1.85823,1.87445,1.84694,1.81068,1.76505,1.6938,1.5413,1.4288
24-Feb-22,0.06099,0.17058,0.25978,0.37464,0.46191,0.54711,0.64182,0.84755,1.32534,1.50346,1.63566,1.67102,1.69075,1.71252,1.73491,1.75569,1.77273,1.79156,1.82626,1.8597,1.87815,1.85143,1.81534,1.76971,1.69846,1.54597,1.43347
25-Feb-22,0.06099,0.2084,0.28796,0.40166,0.49617,0.58336,0.66916,0.87606,1.35754,1.53848,1.67004,1.70225,1.71948,1.73688,1.75429,1.77133,1.78525,1.80099,1.83374,1.86525,1.88301,1.85626,1.81826,1.77263,1.70138,1.54888,1.4364
28-Feb-22,0.085,0.21619,0.2671,0.37344,0.46612,0.53336,0.60473,0.77331,1.19687,1.36335,1.49079,1.53028,1.55352,1.57556,1.59759,1.61865,1.6366,1.65604,1.69353,1.7304,1.75352,1.72976,1.69476,1.64851,1.57726,1.42476,1.31228
01-Mar-22,0.0725,0.20076,0.24795,0.34156,0.41697,0.47427,0.53465,0.67262,1.03878,1.18411,1.29089,1.33224,1.36359,1.39599,1.42839,1.45907,1.48475,1.51132,1.55979,1.60702,1.64049,1.62254,1.59209,1.54584,1.47459,1.32209,1.20959
02-Mar-22,0.0725,0.2107,0.25955,0.38682,0.48125,0.56519,0.64985,0.83939,1.27005,1.42342,1.52514,1.55562,1.57486,1.59834,1.62307,1.64666,1.6665,1.68753,1.72973,1.76943,1.79413,1.7696,1.73508,1.68757,1.61569,1.46319,1.35069
03-Mar-22,0.06,0.23304,0.29547,0.40489,0.50394,0.59449,0.66999,0.86485,1.29932,1.45274,1.53911,1.55301,1.55818,1.57504,1.59689,1.61938,1.63937,1.66057,1.70431,1.74492,1.77053,1.74708,1.71239,1.65988,1.58675,1.43363,1.32238
04-Mar-22,0.06,0.23416,0.29071,0.40219,0.49892,0.58301,0.65703,0.8443,1.25887,1.39337,1.44951,1.44846,1.4462,1.4564,1.47409,1.4956,1.51523,1.53638,1.58225,1.625,1.65306,1.63178,1.598,1.53549,1.45924,1.30549,1.19426
07-Mar-22,0.06,0.24586,0.29522,0.41275,0.52298,0.60654,0.68335,0.87648,1.29844,1.43807,1.503,1.50029,1.49635,1.50035,1.51122,1.52724,1.54203,1.55861,1.59806,1.63251,1.64883,1.61856,1.57641,1.51328,1.43765,1.2839,1.17268
08-Mar-22,0.065,0.25666,0.30932,0.42185,0.52918,0.6174,0.70082,0.90982,1.36705,1.52017,1.59689,1.59983,1.59653,1.60781,1.62408,1.64232,1.65745,1.67476,1.71594,1.74899,1.75954,1.72075,1.66759,1.60134,1.52071,1.36571,1.25196
09-Mar-22,0.065,0.27091,0.32895,0.44686,0.55026,0.64471,0.72827,0.94346,1.42287,1.58457,1.67289,1.67902,1.67764,1.68921,1.70579,1.72434,1.74039,1.75893,1.80034,1.83614,1.85067,1.81013,1.75583,1.68583,1.60458,1.44957,1.33582
10-Mar-22,0.065,0.28656,0.36165,0.4595,0.57449,0.67515,0.75225,0.9726,1.46106,1.62395,1.71753,1.73365,1.73854,1.74983,1.76361,1.7805,1.79552,1.81366,1.85785,1.89765,1.91933,1.88172,1.82975,1.75724,1.66974,1.50724,1.38849
11-Mar-22,0.065,0.29623,0.36846,0.47122,0.58888,0.68895,0.77053,0.9943,1.49643,1.66065,1.75359,1.7647,1.76334,1.767,1.77441,1.7856,1.79679,1.81176,1.85075,1.88723,1.90559,1.8657,1.81269,1.74269,1.65519,1.49269,1.37396
14-Mar-22,0.065,0.3273,0.40323,0.51583,0.6481,0.74743,0.83189,1.06175,1.58745,1.76871,1.87931,1.89564,1.89947,1.90456,1.9134,1.9245,1.935,1.94923,1.98602,2.02092,2.03926,1.99812,1.94448,1.87448,1.78698,1.62448,1.50575
15-Mar-22,0.33453,0.33489,0.41156,0.52038,0.64438,0.74518,0.83164,1.06433,1.58449,1.77175,1.89106,1.90841,1.91515,1.9228,1.93294,1.94389,1.95546,1.97139,2.01121,2.04915,2.0724,2.03371,1.98252,1.91315,1.82502,1.66252,1.54377
16-Mar-22,0.32,0.32035,0.40472,0.52877,0.65019,0.76922,0.86526,1.13114,1.7061,1.89881,2.01124,2.0168,2.01111,2.00805,2.00626,2.00839,2.01114,2.01826,2.04665,2.07318,2.085,2.03966,1.98182,1.91245,1.82369,1.66119,1.54244
17-Mar-22,0.29988,0.30024,0.40002,0.49788,0.6218,0.74476,0.83105,1.10386,1.68986,1.88547,1.9939,1.98931,1.97723,1.97902,1.98642,1.99406,2.0042,2.01996,2.05685,2.09247,2.11185,2.07185,2.01998,1.95622,1.87059,1.70934,1.59059
18-Mar-22,0.30279,0.30315,0.41204,0.52188,0.64697,0.77087,0.86246,1.13739,1.72687,1.91522,2.00819,1.98376,1.95503,1.95093,1.9537,1.95909,1.96697,1.97926,2.01116,2.04244,2.05747,2.01747,1.96561,1.90061,1.8131,1.65185,1.53313
21-Mar-22,0.3098,0.31015,0.43661,0.56735,0.70958,0.84494,0.95021,1.26133,1.89619,2.09113,2.1905,2.17079,2.14239,2.13217,2.12944,2.13137,2.13456,2.14213,2.16581,2.18887,2.19535,2.15078,2.09434,2.02809,1.94059,1.77934,1.66061
22-Mar-22,0.31273,0.31309,0.44577,0.57756,0.71371,0.85403,0.96918,1.29337,1.91352,2.10574,2.21206,2.20157,2.18235,2.17289,2.17093,2.17276,2.17646,2.18515,2.20988,2.23462,2.24246,2.19952,2.14532,2.07782,1.99045,1.82906,1.71031
23-Mar-22,0.30725,0.30761,0.44931,0.59568,0.71586,0.85885,0.96867,1.28708,1.89198,2.07381,2.16784,2.15443,2.12915,2.11758,2.11289,2.11268,2.11433,2.12099,2.14196,2.16293,2.16734,2.12235,2.06737,2.00111,1.91361,1.75236,1.63361
24-Mar-22,0.30466,0.30502,0.48281,0.61328,0.74211,0.90117,1.00465,1.32733,1.94025,2.11416,2.20278,2.19028,2.1665,2.15271,2.1451,2.14128,2.13933,2.14303,2.15935,2.17566,2.17541,2.12622,2.06953,2.00452,1.91452,1.75202,1.63327
25-Mar-22,0.30488,0.30492,0.48958,0.63183,0.76816,0.93155,1.04758,1.40221,2.06888,2.263,2.38046,2.38505,2.36654,2.34302,2.32382,2.30936,2.2974,2.2917,2.29365,2.29558,2.28095,2.223,2.15944,2.08943,1.99817,1.83567,1.71694
28-Mar-22,0.30992,0.30996,0.49994,0.6509,0.78385,0.95131,1.07472,1.43591,2.11555,2.31435,2.4255,2.40378,2.36219,2.33466,2.31527,2.29963,2.28711,2.28086,2.27778,2.27407,2.25223,2.18913,2.12227,2.05227,1.96101,1.79851,1.67978
29-Mar-22,0.30495,0.30498,0.49022,0.6374,0.76755,0.93615,1.05238,1.40208,2.08296,2.28508,2.38825,2.34108,2.27897,2.24648,2.22838,2.21465,2.20529,2.20282,2.20637,2.2093,2.19598,2.13651,2.07454,2.00328,1.91077,1.74827,1.62951
30-Mar-22,0.29997,0.3,0.49023,0.63653,0.77641,0.9269,1.05089,1.39951,2.06978,2.26351,2.35962,2.30543,2.23623,2.2,2.17873,2.16442,2.1538,2.15006,2.15355,2.15642,2.14241,2.08384,2.02152,1.95027,1.85777,1.69527,1.57652
31-Mar-22,0.28998,0.29002,0.51418,0.66561,0.80221,0.95276,1.06019,1.39751,2.04926,2.23759,2.32636,2.27061,2.1972,2.15649,2.13264,2.11549,2.10334,2.09807,2.09918,2.10028,2.08574,2.02599,1.96247,1.88934,1.79622,1.63372,1.51496
01-Apr-22,0.2974,0.29744,0.52381,0.68123,0.83027,0.98184,1.09948,1.46014,2.16403,2.37038,2.47116,2.41236,2.32964,2.27071,2.22929,2.19792,2.1728,2.1552,2.13509,2.11309,2.07423,1.99858,1.92227,1.84852,1.75477,1.59227,1.47354
04-Apr-22,0.30501,0.31994,0.53969,0.70545,0.86768,1.00078,1.12168,1.47815,2.17123,2.37609,2.46567,2.40575,2.32693,2.27506,2.24131,2.21632,2.19758,2.18571,2.173,2.15777,2.1241,2.05136,1.97735,1.9036,1.80985,1.64735,1.52862
05-Apr-22,0.30493,0.3623,0.55325,0.72228,0.88111,1.02111,1.14623,1.52179,2.23937,2.4477,2.55075,2.51779,2.46232,2.41539,2.38157,2.35424,2.33316,2.31957,2.30333,2.28401,2.24463,2.16717,2.08906,2.01282,1.91781,1.75282,1.63407
06-Apr-22,0.30996,0.3695,0.56717,0.74306,0.90041,1.04628,1.18443,1.53654,2.24343,2.44951,2.54948,2.51847,2.46933,2.43261,2.40964,2.39058,2.37589,2.36682,2.35462,2.3387,2.29744,2.219,2.13931,2.06056,1.96306,1.79318,1.67432
07-Apr-22,0.30599,0.39918,0.59453,0.77412,0.9337,1.07538,1.19696,1.54788,2.22615,2.42322,2.51778,2.49469,2.45851,2.43843,2.42833,2.41951,2.41257,2.4094,2.40598,2.39756,2.36194,2.28569,2.20757,2.12944,2.03131,1.86006,1.74131
08-Apr-22,0.30998,0.41765,0.60035,0.78583,0.94845,1.08771,1.215,1.57039,2.28059,2.49459,2.59918,2.57667,2.53924,2.52056,2.51125,2.5015,2.49362,2.48953,2.48893,2.48207,2.44585,2.36862,2.28899,2.21149,2.11273,1.94085,1.82213
11-Apr-22,0.31,0.43618,0.61266,0.80458,0.97858,1.10413,1.23064,1.58119,2.27562,2.47918,2.58864,2.58545,2.57106,2.56409,2.56337,2.56101,2.55992,2.56194,2.56684,2.5655,2.53352,2.45624,2.37655,2.2978,2.19779,2.02529,1.90657
12-Apr-22,0.29795,0.46149,0.61006,0.798,0.95918,1.08103,1.20184,1.54085,2.17176,2.35001,2.44712,2.4519,2.44982,2.45272,2.46246,2.47106,2.47967,2.49009,2.50788,2.52129,2.50439,2.43715,2.36436,2.28561,2.1856,2.0131,1.89435
13-Apr-22,0.29795,0.52264,0.68307,0.85102,1.00795,1.12302,1.24158,1.55316,2.1552,2.32487,2.41607,2.42091,2.41895,2.42081,2.42958,2.43678,2.44449,2.45528,2.47366,2.48637,2.4687,2.40086,2.32847,2.25108,2.15105,1.97851,1.8598
14-Apr-22,0.29297,0.53944,0.69417,0.87204,1.04409,1.15161,1.27702,1.60469,2.24038,2.4231,2.52316,2.53184,2.53026,2.53576,2.5463,2.55415,2.56202,2.57246,2.58983,2.60095,2.58019,2.50969,2.43502,2.35728,2.25743,2.0849,1.96618
