"Date","Libor 2 Years Mid Rate","Libor 10 Years Mid Rate"
26-Feb-21,0.24601,1.51214
01-Mar-21,0.22644,1.52028
02-Mar-21,0.22316,1.48199
03-Mar-21,0.23383,1.53366
04-Mar-21,0.23682,1.61552
05-Mar-21,0.23538,1.60093
08-Mar-21,0.24929,1.62331
09-Mar-21,0.24793,1.56202
10-Mar-21,0.246,1.52778
11-Mar-21,0.24274,1.54314
12-Mar-21,0.25448,1.64683
15-Mar-21,0.25305,1.61888
16-Mar-21,0.25697,1.62484
17-Mar-21,0.24266,1.65501
18-Mar-21,0.25921,1.71983
19-Mar-21,0.26138,1.74832
22-Mar-21,0.26389,1.69883
23-Mar-21,0.26338,1.65117
24-Mar-21,0.26178,1.63291
25-Mar-21,0.25898,1.64669
26-Mar-21,0.26438,1.6892
29-Mar-21,0.27152,1.74709
30-Mar-21,0.28397,1.75017
31-Mar-21,0.29087,1.78273
01-Apr-21,0.2956,1.72255
02-Apr-21,0.32163,1.76214
05-Apr-21,0.3088,1.75704
06-Apr-21,0.29771,1.69264
07-Apr-21,0.28534,1.68639
08-Apr-21,0.28022,1.6583
09-Apr-21,0.28275,1.69367
12-Apr-21,0.28921,1.69482
13-Apr-21,0.27878,1.63245
14-Apr-21,0.28025,1.6263
15-Apr-21,0.27187,1.51441
16-Apr-21,0.28006,1.5544
19-Apr-21,0.27411,1.57978
20-Apr-21,0.27051,1.55158
21-Apr-21,0.27016,1.55719
22-Apr-21,0.27251,1.54975
23-Apr-21,0.27821,1.56442
26-Apr-21,0.28352,1.56057
27-Apr-21,0.28471,1.61327
28-Apr-21,0.28217,1.6167
29-Apr-21,0.2816,1.64017
30-Apr-21,0.27968,1.63162
03-May-21,0.27586,1.60434
04-May-21,0.27252,1.58721
05-May-21,0.26977,1.57528
06-May-21,0.2625,1.54903
07-May-21,0.24428,1.56047
10-May-21,0.24901,1.57237
11-May-21,0.25625,1.59448
12-May-21,0.27034,1.66485
13-May-21,0.26064,1.61181
14-May-21,0.26106,1.59941
17-May-21,0.25392,1.59634
18-May-21,0.25153,1.60492
19-May-21,0.25824,1.6444
20-May-21,0.24894,1.60307
21-May-21,0.25227,1.60072
24-May-21,0.24016,1.57588
25-May-21,0.2301,1.52613
26-May-21,0.22404,1.53437
27-May-21,0.22613,1.57185
28-May-21,0.23024,1.56048
01-Jun-21,0.23073,1.59017
02-Jun-21,0.23056,1.56254
03-Jun-21,0.23693,1.59833
04-Jun-21,0.22611,1.53227
07-Jun-21,0.22652,1.54016
08-Jun-21,0.22108,1.49841
09-Jun-21,0.21719,1.46193
10-Jun-21,0.21873,1.43359
11-Jun-21,0.22667,1.43738
14-Jun-21,0.23901,1.47485
15-Jun-21,0.24444,1.47123
16-Jun-21,0.27629,1.54273
17-Jun-21,0.28766,1.47872
18-Jun-21,0.32151,1.409
21-Jun-21,0.32037,1.44566
22-Jun-21,0.30709,1.43773
23-Jun-21,0.32415,1.45862
24-Jun-21,0.33317,1.45725
25-Jun-21,0.33744,1.49642
28-Jun-21,0.32842,1.44485
29-Jun-21,0.33001,1.45466
30-Jun-21,0.32405,1.41797
01-Jul-21,0.33695,1.46083
02-Jul-21,0.31168,1.41019
06-Jul-21,0.29742,1.34598
07-Jul-21,0.29275,1.29861
08-Jul-21,0.27432,1.27637
09-Jul-21,0.29592,1.3528
12-Jul-21,0.30363,1.3557
13-Jul-21,0.33202,1.40911
14-Jul-21,0.30731,1.35004
15-Jul-21,0.30266,1.282
16-Jul-21,0.30252,1.28446
19-Jul-21,0.27812,1.15597
20-Jul-21,0.27116,1.19315
21-Jul-21,0.28895,1.27566
22-Jul-21,0.28074,1.26824
23-Jul-21,0.28088,1.28258
26-Jul-21,0.28194,1.2779
27-Jul-21,0.2758,1.23672
28-Jul-21,0.28953,1.28287
29-Jul-21,0.27608,1.29723
30-Jul-21,0.26552,1.26377
02-Aug-21,0.25223,1.20026
03-Aug-21,0.24889,1.19367
04-Aug-21,0.26127,1.20286
05-Aug-21,0.28411,1.23975
06-Aug-21,0.30159,1.31078
09-Aug-21,0.30803,1.33052
10-Aug-21,0.32166,1.3521
11-Aug-21,0.30647,1.34861
12-Aug-21,0.31419,1.36966
13-Aug-21,0.30278,1.30059
16-Aug-21,0.29403,1.25894
17-Aug-21,0.30699,1.26751
18-Aug-21,0.30678,1.28348
19-Aug-21,0.31226,1.25593
20-Aug-21,0.31257,1.27194
23-Aug-21,0.3117,1.26284
24-Aug-21,0.31914,1.29844
25-Aug-21,0.32174,1.35523
26-Aug-21,0.32392,1.35399
27-Aug-21,0.3071,1.33238
30-Aug-21,0.29632,1.30096
31-Aug-21,0.29802,1.31853
01-Sep-21,0.30095,1.31976
02-Sep-21,0.30062,1.30778
03-Sep-21,0.29621,1.33869
07-Sep-21,0.31174,1.38735
08-Sep-21,0.31196,1.35702
09-Sep-21,0.31136,1.32662
10-Sep-21,0.31651,1.36799
13-Sep-21,0.31512,1.34517
14-Sep-21,0.31149,1.30515
15-Sep-21,0.3199,1.33773
16-Sep-21,0.32888,1.36693
17-Sep-21,0.33409,1.41051
20-Sep-21,0.32352,1.34102
21-Sep-21,0.32659,1.34747
22-Sep-21,0.35178,1.35456
23-Sep-21,0.37275,1.43712
24-Sep-21,0.38403,1.48894
27-Sep-21,0.39152,1.51148
28-Sep-21,0.38929,1.56212
29-Sep-21,0.38218,1.555
30-Sep-21,0.37594,1.54657
01-Oct-21,0.36026,1.4838
04-Oct-21,0.35776,1.48914
05-Oct-21,0.37498,1.53842
06-Oct-21,0.3865,1.53024
07-Oct-21,0.39932,1.58558
08-Oct-21,0.42078,1.62579
12-Oct-21,0.46108,1.59774
13-Oct-21,0.48935,1.56172
14-Oct-21,0.47903,1.53134
15-Oct-21,0.53855,1.58298
18-Oct-21,0.56604,1.58563
19-Oct-21,0.54562,1.63831
20-Oct-21,0.53621,1.64305
21-Oct-21,0.59626,1.68348
22-Oct-21,0.6295,1.66916
25-Oct-21,0.60325,1.66195
26-Oct-21,0.61536,1.64964
27-Oct-21,0.64266,1.55195
28-Oct-21,0.66292,1.57862
29-Oct-21,0.68076,1.56032
01-Nov-21,0.70732,1.58516
02-Nov-21,0.65639,1.57635
03-Nov-21,0.67878,1.60415
04-Nov-21,0.62322,1.55548
05-Nov-21,0.58955,1.47341
08-Nov-21,0.64157,1.52275
09-Nov-21,0.61616,1.45849
10-Nov-21,0.71929,1.59064
12-Nov-21,0.76335,1.63875
15-Nov-21,0.76167,1.66806
16-Nov-21,0.76862,1.68383
17-Nov-21,0.7469,1.65315
18-Nov-21,0.7468,1.62782
19-Nov-21,0.76461,1.57905
22-Nov-21,0.84818,1.68274
23-Nov-21,0.83701,1.72039
24-Nov-21,0.87756,1.69548
26-Nov-21,0.74936,1.53151
29-Nov-21,0.74783,1.5805
30-Nov-21,0.77881,1.51198
01-Dec-21,0.801,1.50639
02-Dec-21,0.84551,1.51805
03-Dec-21,0.80946,1.42111
06-Dec-21,0.8574,1.52401
07-Dec-21,0.90311,1.57683
08-Dec-21,0.87338,1.583
09-Dec-21,0.89009,1.55792
10-Dec-21,0.866,1.57766
13-Dec-21,0.83664,1.5081
14-Dec-21,0.86307,1.52058
15-Dec-21,0.90503,1.53563
16-Dec-21,0.85854,1.48959
17-Dec-21,0.88177,1.46119
20-Dec-21,0.86751,1.48265
21-Dec-21,0.91898,1.56372
22-Dec-21,0.91298,1.53772
23-Dec-21,0.92994,1.56699
24-Dec-21,N/A,N/A
27-Dec-21,0.94184,1.55326
28-Dec-21,0.93613,1.55017
29-Dec-21,0.94545,1.61248
30-Dec-21,0.93116,1.57976
31-Dec-21,0.92568,1.5587
03-Jan-22,0.97192,1.68635
04-Jan-22,0.95364,1.71448
05-Jan-22,1.02612,1.75801
06-Jan-22,1.06815,1.79751
07-Jan-22,1.07401,1.83231
10-Jan-22,1.1094,1.84835
11-Jan-22,1.10156,1.81704
12-Jan-22,1.09572,1.78151
13-Jan-22,1.09751,1.76716
14-Jan-22,1.16075,1.83176
18-Jan-22,1.23257,1.92785
19-Jan-22,1.20276,1.87781
20-Jan-22,1.22958,1.88546
21-Jan-22,1.17543,1.8089
24-Jan-22,1.1233,1.7933
25-Jan-22,1.16135,1.84394
26-Jan-22,1.22749,1.90755
27-Jan-22,1.32126,1.86887
28-Jan-22,1.31906,1.85071
31-Jan-22,1.31118,1.85264
01-Feb-22,1.31507,1.8597
02-Feb-22,1.30659,1.82921
03-Feb-22,1.34933,1.88632
04-Feb-22,1.49053,1.99975
07-Feb-22,1.47279,1.98355
08-Feb-22,1.515,2.02363
09-Feb-22,1.52045,1.99902
10-Feb-22,1.76169,2.11328
11-Feb-22,1.72402,2.02529
14-Feb-22,1.78287,2.07467
15-Feb-22,1.76837,2.1266
16-Feb-22,1.73212,2.1183
17-Feb-22,1.69151,2.04979
18-Feb-22,1.66927,2.00462
22-Feb-22,1.75594,2.0292
23-Feb-22,1.77144,2.05956
24-Feb-22,1.72639,2.05643
25-Feb-22,1.7826,2.07045
28-Feb-22,1.61222,1.92593
01-Mar-22,1.42072,1.7789
02-Mar-22,1.64779,1.95329
03-Mar-22,1.71498,1.93411
04-Mar-22,1.67982,1.81424
07-Mar-22,1.72712,1.83481
08-Mar-22,1.82525,1.95418
09-Mar-22,1.87167,2.03499
10-Mar-22,1.9247,2.093
11-Mar-22,1.96132,2.09103
14-Mar-22,2.06958,2.22938
15-Mar-22,2.07849,2.25294
16-Mar-22,2.1953,2.29752
17-Mar-22,2.17818,2.29755
18-Mar-22,2.20718,2.25795
21-Mar-22,2.3899,2.42327
22-Mar-22,2.39895,2.46598
23-Mar-22,2.35747,2.39953
24-Mar-22,2.39798,2.42164
25-Mar-22,2.55067,2.5735
28-Mar-22,2.6061,2.56409
29-Mar-22,2.56139,2.48251
30-Mar-22,2.53656,2.42805
31-Mar-22,2.50743,2.37665
01-Apr-22,2.63943,2.43387
04-Apr-22,2.64434,2.46406
05-Apr-22,2.72078,2.59898
06-Apr-22,2.7271,2.64862
07-Apr-22,2.69571,2.69
08-Apr-22,2.77275,2.7714
11-Apr-22,2.75885,2.84415
12-Apr-22,2.63314,2.77293
13-Apr-22,2.60884,2.73779
14-Apr-22,2.71327,2.85652
18-Apr-22,2.72464,2.90992
19-Apr-22,2.83544,2.97704
20-Apr-22,2.85018,2.8909
21-Apr-22,2.98775,2.96977
22-Apr-22,3.01956,2.96196
25-Apr-22,2.92438,2.87896
26-Apr-22,2.85271,2.83674
27-Apr-22,2.86857,2.89199
28-Apr-22,2.97456,2.95374
29-Apr-22,3.03836,2.97917
02-May-22,3.06661,3.07635
03-May-22,3.09181,3.03182
04-May-22,2.96604,2.99859
05-May-22,3.05892,3.14149
06-May-22,3.02484,3.18486
09-May-22,2.91489,3.12655
10-May-22,2.90689,3.05211
11-May-22,2.91131,2.9828
12-May-22,2.80882,2.90165
13-May-22,2.88508,3.01119
16-May-22,2.85022,2.94662
17-May-22,2.97905,3.03248
18-May-22,2.94832,2.94458
19-May-22,2.91213,2.91961
20-May-22,2.87131,2.84468
23-May-22,2.91295,2.90907
24-May-22,2.79251,2.8148
25-May-22,2.78196,2.81337
26-May-22,2.79623,2.83509
27-May-22,2.81359,2.82295
31-May-22,2.90373,2.92728
01-Jun-22,3.02484,3.00774
02-Jun-22,3.00911,2.99465
03-Jun-22,3.04199,3.03429
06-Jun-22,3.10566,3.1229
07-Jun-22,3.08714,3.05002
08-Jun-22,3.12043,3.10077
09-Jun-22,3.19354,3.11379
10-Jun-22,3.42757,3.2205
13-Jun-22,3.66101,3.44014
14-Jun-22,3.80041,3.55792
15-Jun-22,3.64656,3.45438
16-Jun-22,3.6072,3.35645
17-Jun-22,3.59522,3.3041
21-Jun-22,3.59801,3.37282
22-Jun-22,3.45015,3.23186
23-Jun-22,3.38277,3.1401
24-Jun-22,3.39287,3.20841
27-Jun-22,3.44049,3.27025
28-Jun-22,3.44839,3.28281
29-Jun-22,3.39826,3.17466
30-Jun-22,3.24174,3.05053
01-Jul-22,3.1518,2.9822
05-Jul-22,3.08866,2.88634
06-Jul-22,3.22888,2.99288
07-Jul-22,3.31326,3.09606
08-Jul-22,3.4066,3.19017
11-Jul-22,3.33013,3.07333
12-Jul-22,3.28504,3.03437
13-Jul-22,3.40213,2.98752
14-Jul-22,3.4234,3.03699
15-Jul-22,3.39598,2.99997
18-Jul-22,3.4042,3.02623
19-Jul-22,3.47669,3.08318
20-Jul-22,3.49037,3.10524
21-Jul-22,3.33466,2.98043
22-Jul-22,3.21026,2.852
25-Jul-22,3.2653,2.89465
26-Jul-22,3.27577,2.86308
27-Jul-22,3.21891,2.81419
28-Jul-22,3.13399,2.76074
29-Jul-22,3.15724,2.71383
01-Aug-22,3.16864,2.66459
02-Aug-22,3.34288,2.81128
03-Aug-22,3.39159,2.82281
04-Aug-22,3.31203,2.73878
05-Aug-22,3.51858,2.90191
08-Aug-22,3.48372,2.81319
09-Aug-22,3.54533,2.84837
10-Aug-22,3.4814,2.83158
11-Aug-22,3.52115,2.94038
12-Aug-22,3.56197,2.8999
15-Aug-22,3.50503,2.8287
16-Aug-22,3.54943,2.86625
17-Aug-22,3.61644,2.94381
18-Aug-22,3.58591,2.92804
19-Aug-22,3.61657,3.04103
22-Aug-22,3.71542,3.09727
23-Aug-22,3.68057,3.13225
24-Aug-22,3.7157,3.18555
25-Aug-22,3.71256,3.11101
26-Aug-22,3.71538,3.11331
29-Aug-22,3.77584,3.19771
30-Aug-22,3.82494,3.20259
31-Aug-22,3.805,3.22095
01-Sep-22,3.87852,3.35582
02-Sep-22,3.75535,3.28463
06-Sep-22,3.87416,3.41879
07-Sep-22,3.81927,3.3426
08-Sep-22,3.85342,3.36389
09-Sep-22,3.91122,3.39275
12-Sep-22,3.90329,3.43075
13-Sep-22,4.11611,3.48917
14-Sep-22,4.16663,3.48027
15-Sep-22,4.28277,3.53392
16-Sep-22,4.24016,3.52028
19-Sep-22,4.31987,3.55941
20-Sep-22,4.34442,3.63856
21-Sep-22,4.38788,3.57653
22-Sep-22,4.53298,3.75772
23-Sep-22,4.61521,3.7389
26-Sep-22,4.65848,3.89669
27-Sep-22,4.5925,3.95328
28-Sep-22,4.40301,3.75644
29-Sep-22,4.45445,3.79398
30-Sep-22,4.48074,3.85767
03-Oct-22,4.40801,3.6896
04-Oct-22,4.38246,3.61819
05-Oct-22,4.44778,3.78473
06-Oct-22,4.5345,3.84466
07-Oct-22,4.62946,3.89418
11-Oct-22,4.64492,3.9508
12-Oct-22,4.61875,3.92333
13-Oct-22,4.79482,3.95432
14-Oct-22,4.88321,4.00379
17-Oct-22,4.83959,4.00431
18-Oct-22,4.81067,3.98587
19-Oct-22,4.91536,4.12458
20-Oct-22,5.0057,4.24088
21-Oct-22,4.87331,4.22057
24-Oct-22,4.86928,4.23866
25-Oct-22,4.83713,4.13367
26-Oct-22,4.76515,4.02847
27-Oct-22,4.67037,3.94565
28-Oct-22,4.79073,4.04502
31-Oct-22,4.86903,4.11948
01-Nov-22,4.91119,4.10251
02-Nov-22,4.96598,4.11685
03-Nov-22,5.08315,4.17777
04-Nov-22,5.02651,4.20134
07-Nov-22,5.07506,4.23054
08-Nov-22,5.02504,4.1378
09-Nov-22,4.9839,4.14799
10-Nov-22,4.69541,3.83696
14-Nov-22,4.75763,3.8593
15-Nov-22,4.68698,3.78506
16-Nov-22,4.68356,3.66531
17-Nov-22,4.76869,3.74501
18-Nov-22,4.83381,3.80199
21-Nov-22,4.85412,3.8177
22-Nov-22,4.81636,3.72455
23-Nov-22,4.79287,3.68022
25-Nov-22,4.79303,3.67436
28-Nov-22,4.78514,3.67349
29-Nov-22,4.7853,3.70447
30-Nov-22,4.68106,3.66064
01-Dec-22,4.58141,3.48905
02-Dec-22,4.58882,3.46136
05-Dec-22,4.70199,3.56532
06-Dec-22,4.66583,3.46123
07-Dec-22,4.57549,3.376
08-Dec-22,4.62727,3.46559
09-Dec-22,4.6398,3.54905
12-Dec-22,4.69388,3.59395
13-Dec-22,4.52781,3.48233
14-Dec-22,4.53291,3.48304
15-Dec-22,4.54786,3.44079
16-Dec-22,4.49743,3.4718
19-Dec-22,4.54829,3.55391
20-Dec-22,4.57078,3.63324
21-Dec-22,4.52721,3.64509
22-Dec-22,4.55148,3.64083
23-Dec-22,4.60948,3.71328
27-Dec-22,4.69126,3.81037
28-Dec-22,4.67671,3.84432
29-Dec-22,4.67443,3.80089
30-Dec-22,4.69302,3.78732
03-Jan-23,4.68511,3.73573
04-Jan-23,4.67491,3.65957
05-Jan-23,4.73656,3.67409
06-Jan-23,4.55548,3.51636
09-Jan-23,4.49031,3.45965
10-Jan-23,4.53561,3.55975
